fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
-0.081739718,-0.206143941,1.477771885,1.999723645,-0.086836199,0.601511119,0.955829881,1.182066327,-1.016498822,-0.010406236,-0.822075419,1.379926093
1.974818131,-0.540025533,0.212845853,-0.893888379,-1.194623409,0.051750581,-0.421340368,-0.967759309,-1.932545128,-1.18690694,0.612085909,1.379926093
0.6660995,-0.339696578,0.212845853,-0.800546056,-1.102307808,0.112835086,0.037716381,-1.505215718,-1.474521975,-1.108473559,1.286985359,1.379926093
1.226978914,0.127737653,2.965920158,1.673025514,-0.2714674,-0.498009956,0.808931722,1.39704889,-1.605385733,1.009227707,-0.990800281,-0.972615974
-0.923058837,0.528395565,-0.531228284,-0.800546056,-0.132993999,-0.864516981,0.386599512,-0.466133327,0.619298154,-0.167272996,-0.14717597,0.203655059
-1.110018641,-0.807130808,-0.531228284,1.649689933,-0.363783002,1.395609673,0.900743071,0.931253336,0.161275001,-1.03004018,-0.906437849,-0.972615974
0.105220087,0.060961334,0.95691999,-0.193820954,-0.2253096,1.273440665,0.515135402,-1.182741872,-1.409090096,1.871994889,1.45571022,0.203655059
-0.362179424,-0.807130808,0.808105162,0.949622508,-0.132993999,0.051750581,0.625309022,0.357966499,-0.689339427,1.71512813,-0.568988125,1.379926093
-1.110018641,0.26129029,-1.572932075,-0.800546056,0.236268404,0.540426614,0.221339081,-0.681115891,0.095843123,-0.324139757,-0.400263264,-0.972615974
0.572619599,0.060961334,-0.308006043,0.879615765,0.513215207,0.540426614,1.249626201,0.931253336,-0.885635063,0.852360947,-1.159525143,0.203655059
0.292179891,-0.206143941,-0.680043111,-0.847217217,-0.2714674,-0.864516981,0.349874971,-0.537794181,-0.951066943,1.95042827,-0.14717597,1.379926093
-0.268699522,1.196158751,-0.084783802,-0.193820954,0.651688609,0.479342111,0.900743071,0.071323081,-0.165884394,-0.794740038,-1.243887574,-0.972615974
0.6660995,-0.740354489,0.510475508,1.229649478,0.328584004,-0.131502931,-0.311166749,0.859592481,-0.689339427,-0.402573137,-0.484625694,0.203655059
0.105220087,0.127737653,0.212845853,1.719696676,-0.040678399,-1.475362023,-1.449627488,0.035492654,-0.623907547,-1.03004018,0.780810772,0.203655059
-1.01653874,-0.473249214,1.403364472,-0.660532571,-0.179151799,1.762116698,0.680395832,-0.537794181,-0.951066943,0.695494186,-0.653350557,-0.972615974
-0.923058837,-0.473249214,1.477771885,-0.660532571,-0.086836199,1.884285706,0.698758102,-0.501963754,-0.951066943,0.617060805,-0.653350557,0.203655059
-0.549139228,-0.339696578,-0.308006043,0.039534855,-0.548414203,0.845849136,1.157814852,0.178814363,-0.231316273,1.322961228,-0.990800281,0.203655059
0.292179891,0.528395565,2.593883091,1.346327382,-0.040678399,2.861637773,1.433248901,1.182066327,-1.14736258,-0.481006517,-1.581337299,-0.972615974
-0.549139228,-0.339696578,-0.159191216,-0.543854667,-0.640729805,-0.253671939,-0.164268588,-1.111081018,0.619298154,-0.873173419,0.865173203,1.379926093
-0.362179424,0.060961334,1.700994126,2.629784329,-0.2253096,0.845849136,1.194539391,1.576201026,-1.212794458,0.303327284,-1.496974867,-0.972615974
0.105220087,-0.873907127,0.212845853,-0.543854667,-0.917676608,1.151271656,0.643671291,-1.541046145,-0.42761191,-1.03004018,1.793159945,1.379926093
0.292179891,-0.873907127,0.138438439,-0.730539313,-0.779203205,0.540426614,0.404961781,-1.182741872,-0.362180032,-0.637873278,0.949535633,1.379926093
1.040019109,-0.740354489,-0.084783802,-0.753874894,-0.2253096,1.029102648,1.267988471,-0.358642045,-0.623907547,-0.167272996,-0.315900833,0.203655059
1.040019109,-0.67357817,-0.159191216,-0.753874894,-0.2253096,1.029102648,1.304713012,-0.358642045,-0.623907547,-0.167272996,-0.315900833,0.203655059
0.011740185,-0.740354489,0.138438439,-0.520519085,-0.871518806,1.090187153,0.680395832,-1.576876572,-0.49304379,-1.108473559,1.793159945,1.379926093
-1.01653874,0.328066609,-0.382413456,0.226219501,-0.825361005,0.723680127,0.331512702,-1.111081018,1.011889429,-1.108473559,1.45571022,1.379926093
-1.296978446,-1.007459764,-0.680043111,-0.193820954,-0.456098602,-0.314756444,-0.090819508,-0.107829055,0.815593791,-1.03004018,-0.990800281,-0.972615974
0.19869999,-0.206143941,-0.680043111,0.319561824,0.190110604,0.845849136,0.955829881,0.142983936,-0.623907547,-1.343773701,-0.400263264,0.203655059
0.292179891,-0.606801852,-0.680043111,1.322991801,-0.456098602,-0.253671939,-0.641687608,0.393796927,-2.390568281,-1.26534032,-0.737712988,0.203655059
-0.455659326,-0.540025533,-0.084783802,-0.800546056,-0.2714674,0.112835086,0.331512702,-0.466133327,1.273616945,-0.088839616,-0.400263264,1.379926093
0.292179891,-0.473249214,-0.084783802,0.669595537,-0.132993999,0.479342111,0.753844912,0.716270772,-0.623907547,-0.324139757,-1.412612436,0.203655059
-0.923058837,-0.072591303,-0.456820871,-0.777210475,-0.825361005,0.418257606,0.368237242,-0.8244376,1.60077634,-0.167272996,0.190273754,1.379926093
-0.175219619,-0.339696578,-0.308006043,-0.683868152,-0.733045405,0.723680127,0.092803192,-0.609455036,1.273616945,-0.245706377,0.190273754,1.379926093
-0.081739718,-0.67357817,0.138438439,0.179548339,-0.548414203,-0.314756444,0.368237242,0.250475218,-0.231316273,0.460194046,-0.906437849,0.203655059
0.011740185,-0.139367622,1.403364472,2.209743873,0.328584004,-1.475362023,0.588584481,1.432879318,-1.867113249,-0.637873278,-1.243887574,-0.972615974
0.19869999,-0.873907127,0.436068094,-0.893888379,-0.686887605,1.090187153,0.056078651,-0.8244376,0.619298154,-0.245706377,0.274636185,0.203655059
-0.175219619,0.528395565,0.138438439,1.182978315,-0.409940802,-0.131502931,0.662033561,0.895422909,-0.165884394,-0.010406236,-0.990800281,-0.972615974
-0.642619131,0.795500839,-1.796154317,-0.917223961,-1.009992208,-1.231024006,0.276425892,-1.361894009,-1.670817613,-1.892807362,0.190273754,-0.972615974
-0.642619131,0.962441636,-1.87056173,-0.940559542,-1.009992208,-1.292108511,0.276425892,-1.397724436,-1.670817613,-1.814373982,0.190273754,-0.972615974
-0.736099033,-0.406472897,0.510475508,-0.963895122,-0.040678399,-1.414277518,0.441686322,-0.609455036,1.469912582,-0.167272996,-0.062813539,1.379926093
-0.081739718,-0.272920259,0.436068094,-0.030471888,-0.825361005,-0.253671939,0.202976812,-0.537794181,-0.362180032,-0.637873278,0.190273754,0.203655059
-1.110018641,-0.406472897,-0.159191216,1.486340867,-0.733045405,0.051750581,-0.017370429,0.21464479,0.815593791,-0.324139757,-0.062813539,2.556197126
-0.175219619,-0.940683445,0.659290335,-0.847217217,-0.733045405,-0.98668599,-1.119106628,-1.2185723,-0.951066943,1.244527847,0.780810772,1.379926093
0.105220087,-0.606801852,0.659290335,-0.847217217,-0.317625202,0.051750581,-0.182630858,-1.039420163,-2.259704524,-1.108473559,0.190273754,0.203655059
-0.736099033,-0.473249214,1.328957058,-0.823881637,0.005479401,0.235004094,0.331512702,-0.681115891,-1.539953854,0.695494186,-0.653350557,0.203655059
0.19869999,-0.540025533,-0.159191216,0.576253214,-0.132993999,0.479342111,0.772207181,0.787931627,1.339048824,-1.108473559,-0.822075419,-0.972615974
-0.923058837,-0.339696578,-0.456820871,2.968150251,-0.363783002,1.090187153,0.827293991,1.791183589,0.750161912,-0.324139757,-0.906437849,-0.972615974
0.292179891,0.26129029,0.287253266,0.156212759,0.420899606,-1.108854998,-0.402978098,0.787931627,1.666208219,1.322961228,0.105911323,0.203655059
-0.549139228,0.194513972,-0.233598629,-0.427176762,-0.686887605,-0.070418427,0.056078651,-1.254402727,0.161275001,1.009227707,1.540072651,2.556197126
0.292179891,-0.606801852,0.659290335,-0.170485373,-0.917676608,-1.292108511,-0.384615829,-0.8244376,-0.885635063,-1.03004018,0.443361048,0.203655059
0.385659794,-0.67357817,2.742697918,1.392998544,-0.2253096,0.418257606,0.313150432,1.253727181,-1.539953854,-1.108473559,-1.496974867,-0.972615974
0.385659794,-0.807130808,2.742697918,1.369662963,-0.317625202,0.479342111,0.313150432,1.253727181,-1.474521975,-1.26534032,-1.581337299,-0.972615974
0.6660995,-0.072591303,0.138438439,-0.61386141,-0.686887605,-0.742347973,-0.274442208,-1.111081018,-0.100452515,1.009227707,0.949535633,1.379926093
0.6660995,-0.473249214,-0.308006043,-0.730539313,-0.040678399,1.334525168,1.451611171,-0.537794181,0.030411243,-0.167272996,0.274636185,0.203655059
0.572619599,-0.606801852,-0.308006043,-0.753874894,-0.040678399,1.334525168,1.359799822,-0.537794181,0.030411243,-0.167272996,0.190273754,0.203655059
0.292179891,-0.940683445,-0.084783802,-0.847217217,0.236268404,0.173919589,0.349874971,-0.466133327,-0.689339427,-0.167272996,-0.822075419,0.203655059
-0.549139228,0.862277157,0.733697748,2.746462233,1.482529016,1.762116698,1.947392462,1.791183589,-0.296748152,0.460194046,-1.328250005,-0.972615974
-0.549139228,-0.473249214,0.882512576,0.902951346,1.436371216,1.21235616,1.010916691,0.787931627,-2.456000161,-0.167272996,-1.328250005,-0.972615974
-1.670898056,-0.072591303,-1.424117248,0.366232987,-0.409940802,-0.498009956,0.460048591,-0.215320337,0.881025671,0.617060805,-0.14717597,0.203655059
0.105220087,-0.606801852,0.212845853,-0.917223961,-0.317625202,-1.658615535,-0.953846198,-1.075250591,0.030411243,-0.088839616,0.696448341,-0.972615974
-1.01653874,0.194513972,-1.87056173,-0.847217217,0.651688609,-0.192587436,0.221339081,-0.322811618,0.22670688,0.224893905,-1.075162712,-0.972615974
-0.829578935,-0.606801852,-0.159191216,1.929716903,-0.594572004,1.151271656,0.258063622,0.322136072,0.684730034,-0.481006517,0.358998617,2.556197126
0.479139696,1.530040344,-1.424117248,1.252985059,2.036422622,-0.498009956,1.121090312,1.432879318,0.619298154,-0.559439898,-1.243887574,-2.148887009
-0.081739718,-0.072591303,-0.531228284,0.272890663,-0.179151799,0.051750581,2.057566081,0.501288208,0.030411243,0.773927567,-0.990800281,0.203655059
-1.203498544,-0.139367622,0.138438439,-0.893888379,-0.733045405,-0.436925453,-0.311166749,-0.967759309,-0.296748152,0.617060805,-0.062813539,0.203655059
-0.175219619,-0.606801852,0.138438439,-0.053807469,-0.548414203,-0.864516981,0.276425892,-0.251150763,0.22670688,0.930794326,0.105911323,0.203655059
-1.01653874,-0.272920259,-0.828857938,1.766367837,-0.317625202,0.90693364,1.304713012,1.038744618,0.684730034,-0.794740038,-0.906437849,-0.972615974
-0.923058837,-1.074236083,-0.233598629,-0.123814212,-0.871518806,0.968018143,0.625309022,-0.358642045,1.339048824,-0.245706377,0.274636185,0.203655059
-1.110018641,-1.274565039,-0.456820871,-0.123814212,-1.148465609,0.235004094,0.441686322,-0.322811618,1.731640098,-0.088839616,0.190273754,0.203655059
-0.829578935,-1.074236083,-0.233598629,-0.077143049,-0.686887605,0.540426614,0.313150432,-0.4303029,1.208185066,-0.481006517,0.190273754,1.379926093
0.292179891,-0.339696578,-0.456820871,1.603018772,0.051637203,-0.314756444,0.588584481,1.182066327,-0.820203185,0.773927567,-1.159525143,-0.972615974
-1.390458349,0.127737653,-1.27530242,-0.007136307,-0.2714674,1.090187153,1.506697981,-0.215320337,0.488434396,1.479827989,-0.231538401,-0.972615974
-1.203498544,0.027573175,-1.27530242,0.179548339,-0.2714674,1.151271656,1.488335712,-0.215320337,0.488434396,1.479827989,-0.231538401,-0.972615974
-1.390458349,-0.640190012,-0.159191216,-0.893888379,-0.2253096,0.173919589,0.202976812,-1.182741872,0.750161912,-0.167272996,0.358998617,1.379926093
-0.923058837,-0.339696578,-0.456820871,1.83637458,0.097795003,0.235004094,1.341437552,1.289557609,0.161275001,-0.716306658,-1.328250005,-2.148887009
-0.736099033,-0.807130808,0.138438439,2.069730389,-0.2714674,2.311877235,1.157814852,1.00291419,0.881025671,-0.167272996,-0.14717597,0.203655059
-0.642619131,-0.606801852,-0.233598629,1.509676448,-0.086836199,0.235004094,0.864018532,0.931253336,0.553866276,-0.559439898,-0.906437849,-0.972615974
-0.642619131,-0.606801852,-0.159191216,1.486340867,-0.040678399,0.112835086,0.919105342,0.895422909,0.553866276,-0.559439898,-0.906437849,-0.972615974
-0.736099033,-0.473249214,-0.456820871,0.646259956,0.282426204,0.845849136,0.919105342,0.644609918,0.095843123,-0.873173419,-1.328250005,-0.972615974
0.292179891,-1.508282154,0.212845853,1.673025514,-0.086836199,1.63994769,0.551859942,1.074575045,-0.42761191,-1.18690694,-1.328250005,0.203655059
-1.01653874,-0.072591303,-1.424117248,0.20288392,-0.502256402,0.235004094,1.359799822,0.035492654,-0.42761191,1.558261368,-0.484625694,-0.972615974
0.011740185,-0.473249214,0.212845853,2.186408293,0.697846409,0.296088598,1.341437552,1.540370598,-1.016498822,0.068027144,-1.243887574,1.379926093
-1.110018641,-0.606801852,-0.382413456,1.696361095,0.051637203,0.235004094,0.331512702,1.038744618,0.750161912,-0.559439898,-0.906437849,0.203655059
-0.549139228,-0.807130808,0.436068094,-0.590525829,-0.179151799,2.434046244,0.404961781,-0.931928881,0.684730034,1.79356151,0.696448341,1.379926093
0.572619599,-0.406472897,0.287253266,0.062870435,-1.009992208,-0.009333923,0.019354112,-0.8244376,-0.754771305,-0.794740038,1.37134779,0.203655059
1.787858327,-0.406472897,0.287253266,-0.030471888,-1.102307808,-0.192587436,-0.384615829,-0.394472472,-1.212794458,-0.951606799,0.612085909,0.203655059
0.19869999,0.060961334,-0.754450525,-0.427176762,-0.086836199,-0.98668599,0.368237242,-0.251150763,0.161275001,-0.637873278,-0.315900833,-0.972615974
-0.455659326,-0.406472897,-0.456820871,-0.450512343,0.005479401,0.662595623,1.323075281,-1.003589736,0.095843123,-0.951606799,0.612085909,-0.972615974
0.011740185,-0.339696578,-0.382413456,-0.730539313,-0.132993999,-1.108854998,-0.549876258,-0.322811618,-0.49304379,-1.108473559,-0.990800281,-0.972615974
-0.268699522,-0.540025533,0.212845853,2.093065969,-0.917676608,1.029102648,0.313150432,0.322136072,0.946457549,-0.167272996,1.37134779,1.379926093
-0.081739718,1.596816663,-1.572932075,0.762937861,1.944107021,-0.436925453,1.323075281,1.038744618,1.142753187,-0.402573137,-1.159525143,-2.148887009
0.011740185,-1.074236083,0.510475508,0.552917633,0.005479401,1.151271656,1.212901662,0.537118636,0.815593791,-0.010406236,-0.822075419,0.203655059
0.6660995,-0.339696578,-0.680043111,-0.847217217,0.190110604,-0.375840948,0.258063622,0.035492654,0.357570638,-0.324139757,-0.906437849,-0.972615974
-0.268699522,-0.740354489,0.436068094,-0.777210475,-0.733045405,0.479342111,1.451611171,-1.254402727,0.815593791,1.558261368,1.624435083,0.203655059
-0.923058837,-1.274565039,-0.456820871,-0.870552798,-0.2253096,0.418257606,1.047641232,-0.645285463,0.815593791,-0.481006517,-0.484625694,0.203655059
-0.642619131,-0.606801852,1.403364472,1.533012028,-0.2253096,1.823201202,1.745407491,0.823762054,-0.296748152,0.381760665,-1.075162712,-0.972615974
0.6660995,0.595171884,-0.382413456,0.972958088,0.282426204,0.235004094,1.525060252,1.038744618,-0.558475668,0.224893905,-1.075162712,0.203655059
-0.455659326,-0.339696578,0.36166068,-0.777210475,-0.640729805,-0.498009956,-0.274442208,-1.111081018,0.423002517,0.381760665,0.865173203,0.203655059
0.011740185,-0.072591303,0.212845853,2.209743873,-0.594572004,0.968018143,0.625309022,0.250475218,1.011889429,-0.167272996,1.624435083,2.556197126
-0.362179424,-0.139367622,-0.084783802,-0.683868152,-0.640729805,-0.742347973,0.258063622,-0.537794181,0.881025671,0.852360947,0.021548893,0.203655059
-0.642619131,-0.072591303,1.403364472,1.322991801,-0.2253096,1.63994769,1.653596142,0.895422909,-0.951066943,0.617060805,-0.990800281,-0.972615974
-0.923058837,-0.339696578,-0.456820871,0.436239729,0.190110604,0.845849136,1.561784791,0.429627354,-0.231316273,-0.951606799,-1.243887574,0.203655059
-1.110018641,-0.272920259,-0.456820871,1.626354353,0.236268404,1.090187153,1.984117001,1.361218463,0.030411243,-0.873173419,-1.328250005,0.203655059
-1.203498544,-0.072591303,0.510475508,-0.065475259,-0.871518806,-0.436925453,-0.402978098,-1.182741872,1.273616945,-0.794740038,1.033898065,1.379926093
-1.296978446,-0.072591303,0.510475508,-0.065475259,-0.871518806,-0.436925453,-0.402978098,-1.182741872,1.273616945,-0.794740038,1.033898065,1.379926093
-0.362179424,-0.339696578,-1.27530242,-0.847217217,-0.409940802,2.067539219,0.790569452,-0.8244376,-0.362180032,-1.03004018,-0.484625694,-0.972615974
-0.268699522,0.060961334,2.817105331,-0.870552798,0.282426204,-1.108854998,1.010916691,-0.4303029,-1.081930701,-0.402573137,-0.737712988,-0.972615974
-1.110018641,-0.540025533,-0.456820871,1.463005286,0.005479401,-0.009333923,0.900743071,0.967083763,0.095843123,-0.637873278,-0.906437849,0.203655059
0.946539207,0.862277157,-0.010376389,-0.777210475,0.005479401,1.21235616,1.231263932,-0.716946318,-1.278226338,-0.794740038,0.527723478,-0.972615974
-0.829578935,0.194513972,-0.382413456,1.906381322,-0.040678399,1.456694177,1.561784791,1.182066327,0.161275001,-0.481006517,-1.328250005,-0.972615974
-0.268699522,-0.740354489,0.287253266,0.109541597,-0.409940802,-0.559094461,-0.035732698,-0.17948991,0.488434396,0.068027144,0.105911323,1.379926093
0.105220087,-0.339696578,-0.084783802,1.322991801,-0.363783002,1.884285706,1.947392462,1.038744618,-0.558475668,-0.167272996,-1.243887574,0.203655059
-0.362179424,-1.074236083,0.436068094,-0.707203733,-0.594572004,0.235004094,0.166252271,-0.752776745,0.22670688,0.617060805,0.190273754,1.379926093
-0.175219619,-0.873907127,0.212845853,-0.730539313,-0.409940802,-0.314756444,0.368237242,-0.286981191,0.553866276,0.617060805,-0.400263264,-2.148887009
-0.923058837,0.194513972,-1.126487593,0.319561824,-0.686887605,0.357173102,1.506697981,0.035492654,-0.362180032,0.773927567,-0.568988125,0.203655059
-1.01653874,0.194513972,-1.126487593,0.296226243,-0.733045405,0.357173102,1.378162091,-0.036168201,-0.362180032,0.773927567,-0.653350557,-0.972615974
-1.110018641,0.26129029,-1.27530242,0.296226243,-0.733045405,0.235004094,1.267988471,0.035492654,-0.362180032,0.852360947,-0.653350557,-0.972615974
0.479139696,-0.272920259,1.998623781,2.909811299,-0.502256402,1.273440665,2.002479272,1.934505298,-0.42761191,1.087661088,-0.906437849,0.203655059
-0.736099033,0.060961334,-0.233598629,2.256415035,-0.2253096,1.151271656,1.506697981,1.217896754,0.030411243,-0.481006517,-0.906437849,-0.972615974
-0.362179424,-0.940683445,0.212845853,-0.940559542,-1.379254611,-0.498009956,-0.402978098,-1.111081018,0.030411243,0.381760665,0.443361048,0.203655059
0.385659794,-0.139367622,1.477771885,2.279750616,-0.594572004,1.94537021,1.616871601,1.39704889,-1.081930701,0.617060805,-0.906437849,-0.972615974
0.292179891,-0.139367622,1.254549644,2.139737131,-0.456098602,1.94537021,1.616871601,1.432879318,-1.081930701,0.538627426,-0.990800281,-0.972615974
1.226978914,0.461619246,2.891512745,1.883045741,-0.456098602,-0.070418427,1.488335712,1.325388036,-1.081930701,0.930794326,-0.737712988,-0.972615974
-1.110018641,0.060961334,-0.680043111,-0.61386141,-1.009992208,-0.681263469,0.349874971,-1.756028709,1.208185066,2.028861651,2.805509117,1.379926093
-0.455659326,0.328066609,-0.977672766,-0.893888379,-0.456098602,-0.620178965,-0.586600798,-0.573624609,-0.035020636,-0.559439898,-0.400263264,-2.148887009
-0.642619131,-0.005814985,-0.233598629,-0.917223961,-0.640729805,-0.009333923,-0.109181778,-0.931928881,-0.689339427,-0.794740038,-0.062813539,0.203655059
-1.390458349,-0.540025533,-0.382413456,-0.333834439,-0.686887605,-0.742347973,-0.017370429,-1.397724436,1.273616945,-0.167272996,1.708797514,0.203655059
1.413938718,-0.406472897,1.105734817,0.249555082,-0.917676608,-1.047770494,-1.376178408,-0.466133327,-2.194272644,-1.42220708,0.274636185,-0.972615974
-0.829578935,-0.139367622,-0.754450525,0.296226243,-0.502256402,1.21235616,1.873943381,-0.071998628,-0.49304379,0.617060805,-0.484625694,-0.972615974
0.105220087,-1.007459764,1.031327403,-0.147149793,-0.2714674,1.63994769,0.919105342,-0.000337773,-0.623907547,0.773927567,0.527723478,0.203655059
0.572619599,-0.873907127,0.95691999,2.069730389,-0.086836199,0.845849136,0.258063622,1.522455385,-0.754771305,-0.324139757,-0.484625694,0.203655059
-0.829578935,0.929053476,-0.754450525,-0.940559542,-0.363783002,-1.047770494,-0.329529018,-0.304896405,-0.558475668,-0.481006517,-1.159525143,-0.972615974
-0.923058837,-0.540025533,-0.531228284,1.649689933,-0.2714674,1.273440665,1.029278961,1.325388036,0.815593791,-0.559439898,-0.906437849,-0.972615974
1.040019109,-0.406472897,0.882512576,-0.800546056,-0.779203205,0.051750581,0.221339081,-0.967759309,-0.820203185,-0.167272996,1.45571022,0.203655059
-0.642619131,-0.139367622,0.584882921,0.576253214,-0.548414203,1.63994769,1.782132032,0.16089915,0.619298154,-0.716306658,-0.484625694,-0.972615974
-1.01653874,0.394842928,-0.382413456,-0.543854667,-0.640729805,0.540426614,1.304713012,-0.376557259,1.208185066,-0.167272996,0.190273754,0.203655059
-0.829578935,-0.807130808,-0.308006043,-0.777210475,-0.640729805,0.662595623,0.625309022,-0.358642045,1.731640098,1.479827989,-0.062813539,1.379926093
0.572619599,0.595171884,-0.010376389,0.972958088,-0.179151799,-0.498009956,1.929030191,0.931253336,-1.081930701,0.695494186,-1.159525143,0.203655059
0.292179891,-0.272920259,1.403364472,-0.753874894,-0.456098602,0.296088598,0.202976812,-0.215320337,1.469912582,-0.167272996,-0.315900833,1.379926093
-0.455659326,-0.272920259,0.95691999,0.926286927,0.051637203,1.94537021,1.139452581,0.913338122,-1.343658217,-0.559439898,-1.412612436,-0.972615974
-1.01653874,-0.206143941,0.95691999,-0.823881637,-0.2714674,-0.925601486,1.212901662,0.089238295,1.797071977,-0.010406236,-0.14717597,-0.972615974
-0.175219619,-0.139367622,0.212845853,-0.800546056,-0.917676608,-0.436925453,0.221339081,-0.931928881,0.946457549,-0.402573137,0.949535633,0.203655059
-0.455659326,-0.005814985,-0.010376389,-0.870552798,-1.471570212,-0.070418427,-0.494789449,-1.415639649,0.22670688,-0.637873278,1.540072651,2.556197126
0.6660995,-0.206143941,0.659290335,-0.753874894,-1.102307808,-0.436925453,0.111165461,-1.039420163,-0.558475668,-1.03004018,0.274636185,1.379926093
-0.642619131,0.394842928,-0.754450525,-0.893888379,-0.502256402,0.296088598,0.368237242,-0.734861532,-0.49304379,-0.481006517,-0.315900833,-0.972615974
-0.642619131,-0.606801852,-0.010376389,-0.520519085,-0.640729805,0.662595623,-0.035732698,-0.985674523,0.946457549,1.087661088,0.949535633,1.379926093
-0.081739718,-0.807130808,0.212845853,0.692931118,0.236268404,-0.681263469,-0.274442208,0.393796927,-1.539953854,0.538627426,-0.990800281,-0.972615974
-0.642619131,-1.141012401,-0.010376389,0.062870435,-0.409940802,0.723680127,0.753844912,0.089238295,0.815593791,-0.402573137,-0.062813539,-0.972615974
-0.549139228,-0.67357817,0.138438439,2.046394808,-0.456098602,-0.314756444,0.423324052,0.949168549,0.815593791,0.303327284,-0.14717597,0.203655059
-0.829578935,-0.540025533,1.254549644,1.159642736,-0.363783002,2.922722277,2.277913321,0.80584684,0.161275001,-0.402573137,-0.906437849,0.203655059
1.600898522,-0.339696578,1.031327403,0.226219501,-1.379254611,-0.98668599,-1.229280249,-0.322811618,-1.409090096,-1.500640461,0.443361048,1.379926093
-0.455659326,-0.540025533,-0.084783802,2.186408293,0.005479401,0.601511119,1.231263932,1.325388036,-1.343658217,-0.167272996,-1.243887574,0.203655059
-0.175219619,0.328066609,-0.456820871,1.112971573,-0.548414203,-0.131502931,1.378162091,1.00291419,0.357570638,0.695494186,-1.159525143,-0.972615974
-0.642619131,-0.540025533,-0.084783802,0.109541597,-0.640729805,-0.925601486,0.239701351,0.178814363,-0.558475668,-0.245706377,-0.822075419,0.203655059
0.011740185,-0.807130808,-0.010376389,-0.287163277,-1.425412411,0.601511119,0.478410861,-0.770691959,-0.362180032,-1.03004018,0.190273754,1.379926093
-1.203498544,-0.873907127,-0.084783802,-0.823881637,-0.963834408,-0.559094461,-1.082382088,-1.128996231,1.404480702,0.224893905,0.358998617,0.203655059
-0.081739718,-0.873907127,0.436068094,-0.707203733,-1.009992208,-0.253671939,0.368237242,-0.394472472,0.357570638,0.695494186,-0.315900833,0.203655059
-1.110018641,-0.473249214,-0.456820871,1.743032256,-0.825361005,0.479342111,0.662033561,1.217896754,0.684730034,-0.716306658,-0.990800281,-0.972615974
0.292179891,0.328066609,-0.308006043,0.576253214,-0.502256402,-0.375840948,0.808931722,0.375881714,-0.362180032,-0.716306658,-0.484625694,-0.972615974
-0.081739718,-0.807130808,0.212845853,0.809609023,-0.871518806,0.051750581,2.516622832,0.357966499,-0.035020636,0.303327284,-0.062813539,0.203655059
0.105220087,-0.272920259,0.659290335,0.599588795,-1.286939011,1.578863185,1.121090312,-0.537794181,-1.212794458,-1.579073841,0.780810772,0.203655059
-0.175219619,-1.007459764,0.510475508,0.716266699,-0.132993999,0.845849136,1.102728042,0.537118636,0.488434396,0.146460525,-0.653350557,0.203655059
0.19869999,-0.206143941,0.808105162,0.541249843,-1.240781211,1.273440665,1.084365771,-0.537794181,-1.212794458,-1.579073841,0.696448341,0.203655059
-0.175219619,-0.873907127,1.403364472,1.159642736,-0.733045405,2.922722277,0.937467612,0.752101199,-0.49304379,0.224893905,-0.315900833,0.203655059
-1.110018641,0.127737653,1.18014223,-0.660532571,2.682631828,-0.98668599,0.404961781,-0.394472472,-0.885635063,-0.167272996,-1.243887574,-0.972615974
0.011740185,-0.339696578,0.95691999,-0.753874894,-0.917676608,0.112835086,-0.164268588,-1.290233154,0.161275001,-0.324139757,1.37134779,1.379926093
-1.203498544,-0.540025533,-0.233598629,1.416334124,0.190110604,0.90693364,1.084365771,1.164151113,1.273616945,-0.716306658,-0.906437849,-0.972615974
-0.268699522,-0.740354489,0.436068094,2.373092939,-0.040678399,2.311877235,1.139452581,1.809098803,1.142753187,2.577895312,-1.075162712,0.203655059
-0.081739718,-0.873907127,0.510475508,0.716266699,-0.086836199,0.723680127,1.047641232,0.55503385,0.488434396,0.146460525,-0.653350557,0.203655059
-0.736099033,-0.206143941,-0.233598629,-0.007136307,-0.456098602,0.357173102,0.955829881,0.268390432,-0.035020636,1.322961228,-0.906437849,0.203655059
0.105220087,-0.406472897,0.808105162,-0.800546056,-0.086836199,0.296088598,0.349874971,-0.8244376,-1.867113249,-0.481006517,0.358998617,0.203655059
-0.268699522,-0.873907127,0.36166068,-0.800546056,-1.102307808,-1.414277518,-1.284367059,-0.914013668,-0.100452515,0.617060805,0.274636185,0.203655059
-0.362179424,-1.474893995,0.212845853,0.879615765,-0.409940802,0.662595623,-0.054094968,0.680440345,1.273616945,-0.951606799,-1.075162712,1.379926093
-0.268699522,-1.408117676,-0.010376389,0.039534855,-0.317625202,-0.070418427,0.074440922,-0.036168201,1.208185066,-0.481006517,-0.653350557,1.379926093
-0.923058837,-0.406472897,-0.084783802,2.723126652,-0.594572004,1.151271656,1.029278961,1.98825094,1.142753187,-0.559439898,-0.990800281,-0.972615974
-0.642619131,-0.70696633,1.254549644,-0.660532571,2.91342083,-0.070418427,-0.219355398,-0.896098454,0.095843123,0.460194046,1.286985359,0.203655059
1.133499012,-1.274565039,1.031327403,-0.823881637,-0.594572004,-0.742347973,-0.329529018,-0.770691959,-1.343658217,0.303327284,0.358998617,0.203655059
